id_code,gender,gc_score,syn_graph_col,syn_seq_space,scsq_imagery,scsq_techspace,scsq_language,scsq_organise,scsq_global,scsq_system
607,0,NA,No,No,4.41,3.82,4.17,3,2.88,3.17
608,0,NA,No,No,3.65,3.35,3.5,2.67,2.38,2.33
609,0,NA,No,No,3.29,2.18,4.17,4.17,3.13,2.67
610,0,NA,No,No,4,3.65,3.17,3.83,3.13,2.5
611,0,NA,No,No,3.71,2.53,2.83,3.5,3,2.33
612,0,NA,No,No,3.94,3.35,3,3,2.5,2.83
613,0,NA,No,No,3.94,2.29,3.5,3.67,3.25,2
614,0,NA,No,No,3.76,2.53,3.5,2.83,3.38,1.83
615,0,NA,No,No,4.47,1.94,3.17,2.67,3.63,3.17
616,0,NA,No,No,3.18,2.71,3.67,3.5,3.63,3.17
617,0,NA,No,No,2.94,2.94,3,3.33,3.25,2.17
618,0,NA,No,No,3.12,2.94,2.83,3,2.75,3
619,0,NA,No,No,3,1.82,3.5,3.67,4,3.33
620,0,NA,No,No,4.41,2.53,3.5,3.5,2.88,2.5
621,0,NA,No,No,3.65,3,3.83,3,3,3.17
622,0,NA,No,No,4.24,2.35,3.5,3.17,4.5,3
623,0,NA,No,No,3.65,2.35,3.17,3.17,3.5,2
624,0,NA,No,No,4.06,2.76,2.83,2.83,2.63,2.5
625,0,NA,No,No,4.24,3.12,3,3.5,3,3.33
626,0,NA,No,No,3.71,2.65,4.33,2,3.25,2.33
627,0,NA,No,No,3.59,1.29,3.83,3.67,3.13,2.67
628,0,NA,No,No,3.35,2.41,3.5,3.33,2.75,3.33
629,0,NA,No,No,3.82,3.06,4,2.83,2.75,2.67
630,0,NA,No,No,3.41,3.06,4,3.5,2.5,3.33
631,0,NA,No,No,3.35,3.76,4.5,3.17,2,3.33
632,0,NA,No,No,3.94,3.06,4.83,4.33,2.38,2.17
633,0,NA,No,No,2.82,1.65,3.67,1.83,3,2
634,0,NA,No,No,3.65,3.24,3.67,2.67,3,3
635,0,NA,No,No,3.35,3.47,2.83,3.17,2.5,3.33
636,0,NA,No,No,3.47,2.71,3.67,2.83,4,2
637,0,NA,No,No,4.18,2.41,2.83,2.5,2.5,3.83
638,0,NA,No,No,4.24,3,2.83,3.5,2.75,1.5
639,0,NA,No,No,3.12,2.59,3.33,3,3.88,2.17
640,0,NA,No,No,3.94,2,2.67,3.67,2.75,2.17
641,0,NA,No,No,3.94,2.35,3.67,1.83,2.5,3.17
642,0,NA,No,No,3.94,2.59,3.67,3.5,3.75,2.33
643,0,NA,No,No,3.88,2.29,2.5,1.17,3.75,1.67
644,0,NA,No,No,4.06,2.53,4.17,4.33,2,1.67
645,0,NA,No,No,3.59,2.76,4,2.67,3.88,3.33
646,0,NA,No,No,4.35,3.12,4.5,2.83,2.88,2.17
647,0,NA,No,No,2.88,2,1.67,3.33,2.88,1.83
648,0,NA,No,No,3.12,3.06,3.5,3.17,2.13,2
649,0,NA,No,No,3.94,2.82,2.83,3.33,3.38,2.17
650,0,NA,No,No,3.47,2.76,3.67,2.5,3,1.5
651,0,NA,No,No,3.35,2.59,3.5,3.17,2.63,1.83
652,0,NA,No,No,3.53,1.76,3,3.5,3.5,2
653,0,NA,No,No,3.94,2.18,3.83,3.83,2.63,3.33
654,0,NA,No,No,4.29,3.76,4.33,4.17,2,2.5
655,0,NA,No,No,4.47,3.76,2.83,2.5,3,2.83
656,0,NA,No,No,3.65,2.29,3.5,4.17,2.88,2.5
657,0,NA,No,No,4.06,2.59,3.67,4,2.63,2.83
658,0,NA,No,No,4.47,2.94,5,4.17,2.38,3.67
659,0,NA,No,No,3.24,2.47,4.67,2.83,2.5,2.67
660,0,NA,No,No,4.24,3.71,3.83,3.33,2.5,2.5
661,0,NA,No,No,3.35,2.18,3.83,2.5,2.88,3.5
662,0,NA,No,No,4.18,3.71,3.17,2.33,1.75,4
663,0,NA,No,No,3.59,2.65,3.33,3.83,3.38,1.67
664,0,NA,No,No,3.94,2.82,4,3.83,2,2
665,0,NA,No,No,3.41,3.59,4.5,3.33,2.13,3.67
666,0,NA,No,No,3.35,1.35,3.83,2.67,2.75,1.67
667,0,NA,No,No,3.94,2.18,4,2.83,3.25,1.83
668,0,NA,No,No,3.18,2.47,2.5,2.83,2.88,2.5
669,0,NA,No,No,4.12,2.24,2.83,3.5,2.75,2.17
670,0,NA,No,No,4.24,2.18,3.83,4.67,3.38,3.67
671,0,NA,No,No,3,3.06,4.17,2.33,3.25,2
672,0,NA,No,No,2.76,2.12,2.33,3.5,3.25,2.83
673,0,NA,No,No,4.24,2.35,3.83,2.5,2.5,3.17
674,0,NA,No,No,3.65,2.24,3.67,3,2.75,2.83
675,0,NA,No,No,4.12,2.88,2.33,2.83,2.75,2.67
676,0,NA,No,No,3.65,3.06,3.33,4,2.5,3
677,0,NA,No,No,3.35,2.06,3,3.17,2.75,2.83
678,0,NA,No,No,3.82,2.53,3.83,3.67,2.75,2.5
679,0,NA,No,No,3.88,2.82,3,3.67,3.25,2
680,0,NA,No,No,3.47,2.59,3.17,3.5,3.63,2
681,0,NA,No,No,3.82,1.94,3.5,2.17,3.5,2
682,0,NA,No,No,4.47,2.12,1.83,2.33,2.88,1.5
683,0,NA,No,No,3.65,2.94,4.33,2.5,3.5,3
684,0,NA,No,No,3.47,3.18,2.67,3.17,3.38,1
685,0,NA,No,No,3.82,2.76,4,3.33,2.63,2.67
686,0,NA,No,No,4.82,3.53,3.33,3.83,1.88,2.67
687,0,NA,No,No,4.12,2.76,3,3,2.5,3.17
688,0,NA,No,No,3.88,2.88,3.67,4.67,2.88,3.67
689,0,NA,No,No,3.12,3.12,2.67,3.33,3.88,1.83
690,0,NA,No,No,3.53,2.35,3.5,2.17,3.13,2.33
691,0,NA,No,No,4.29,3.29,3.83,3.83,2.75,4
692,0,NA,No,No,4.35,1.65,4,3.17,3.13,3.17
693,0,NA,No,No,2.82,3,3.17,2.5,3.13,3.17
694,0,NA,No,No,2.76,2.82,3,2.17,3.63,2
695,0,NA,No,No,3.24,2.35,2.83,3.33,3.5,2.83
696,0,NA,No,No,3.71,2.06,2.83,2.67,3,1.83
697,0,NA,No,No,4.35,2.47,4.17,1.67,3.75,3.17
698,0,NA,No,No,4,2.82,3.33,2.5,2.13,3.83
699,0,NA,No,No,3.65,3.41,4.83,2.17,4.38,1.5
700,0,NA,No,No,3.35,2.65,2.33,2.67,2.5,2.83
701,0,NA,No,No,4.29,3.18,4.5,4,2.25,3.83
702,0,NA,No,No,3.82,2.53,3.33,3,2.75,2.67
703,0,NA,No,No,3.47,3.12,3.17,3,3.38,2.67
704,0,NA,No,No,3.65,3.06,3.33,2.67,2.5,2.67
705,0,NA,No,No,4.12,3.47,3.5,4.33,2.63,3.17
706,0,NA,No,No,3.24,2.94,2.5,2.5,3.13,2.83
707,0,NA,No,No,4.06,2.47,3.83,3.67,2.5,2.67
708,0,NA,No,No,4.53,4.24,5,4.17,3,3.17
709,0,NA,No,No,4.24,3,2.33,4.33,2.63,3.17
710,0,NA,No,No,3.76,2.06,2.67,2.67,3.38,2
711,0,NA,No,No,3.76,3.06,2.83,2.83,2.88,3.17
712,0,NA,No,No,3.59,2.12,2.5,2.67,3.13,2.17
713,0,NA,No,No,3.94,2.35,2.33,2.67,2.38,3.33
714,0,NA,No,No,4.76,2.88,3.5,2.5,1.75,3
715,0,NA,No,No,4.41,3.59,4.5,3.5,2.25,3
716,0,NA,No,No,3.18,2.24,4.67,1.83,3.5,2.17
717,0,NA,No,No,3.24,3.18,3.33,4,3.25,2.67
718,0,NA,No,No,3.71,3.12,4,3,2.38,3.5
719,0,NA,No,No,2.29,2.47,3.83,3.5,2.38,2.5
720,0,NA,No,No,3.65,2.35,3.5,3.17,3.25,1
721,0,NA,No,No,2.24,2.82,3.5,3,3.13,1.83
722,0,NA,No,No,3.88,2.35,4.5,2.83,3.63,2.67
723,0,NA,No,No,3.82,3.06,2.5,3.17,3.63,2.17
724,0,NA,No,No,3.47,2.88,4.67,3.67,2.25,2.83
725,0,NA,No,No,3.76,3.06,4,4.33,2,2.83
726,0,NA,No,No,3.12,2.47,3.5,3.5,3,3.17
727,0,NA,No,No,4,2.65,3,2.33,2.63,3
728,0,NA,No,No,4.65,1.59,4.17,3.17,4,2.33
729,0,NA,No,No,3.71,2.59,4.83,4.67,3.13,2.67
730,0,NA,No,No,4.29,3.06,3.83,3.83,2.63,3
731,0,NA,No,No,3.59,2.59,3.83,2,2.38,1.83
732,0,NA,No,No,3.59,2.35,3.33,2.67,3.5,3.5
733,0,NA,No,No,3.59,2.06,4,2,3,2.5
734,0,NA,No,No,3.76,2.06,2.5,2.17,3.13,2.33
735,0,NA,No,No,3.94,3.59,4.5,5,1.63,3.83
736,0,NA,No,No,3.35,3.24,2.83,3.33,3,2.33
737,0,NA,No,No,3.59,3.06,3.83,3.83,2.25,2.83
738,0,NA,No,No,4.29,2.59,4,3.67,2,3.67
739,0,NA,No,No,4,2.12,4.33,3.17,2.75,2.5
740,0,NA,No,No,4.12,3.06,4.33,2.83,2.5,3.33
741,0,NA,No,No,3.35,2.88,3.33,3.33,2.5,3.5
742,0,NA,No,No,4.59,2.88,3.67,2.33,1.88,1.83
743,0,NA,No,No,4.35,3.35,3.5,3.33,2.75,2.67
744,0,NA,No,No,3.47,2.82,4.17,3,3.5,2.67
745,0,NA,No,No,4.29,1.53,4.5,2.83,3.75,1.67
746,0,NA,No,No,4,2.65,1.5,2.17,3.38,2.17
747,0,NA,No,No,3.82,2.59,3.17,1.67,3.38,3
748,0,NA,No,No,3.53,3.76,3.67,4,3,3.67
749,0,NA,No,No,3.94,2.65,4.33,4,3,2.83
750,0,NA,No,No,3.35,2.29,4,3.33,2.63,2.67
751,0,NA,No,No,3.82,2.88,2.33,3.67,3.13,3
752,0,NA,No,No,3.18,1.29,3.67,1,3.75,2.33
753,0,NA,No,No,3.53,3.71,2.83,4,3,3.17
754,0,NA,No,No,3.41,2.53,2.83,2.5,3.13,2.5
755,0,NA,No,No,4.41,2.94,4.67,2.83,2.13,3.17
756,0,NA,No,No,3.88,2.24,3.17,2.83,3.63,2
757,0,NA,No,No,3.12,1.88,4,3.83,3.38,1.5
758,0,NA,No,No,3.47,2.59,2.5,2.83,3.5,2.33
759,0,NA,No,No,3.41,2.12,3.5,3.67,2.13,3.67
760,0,NA,No,No,3.76,2.88,4.17,3.5,3.63,4
761,0,NA,No,No,4.47,2.82,2.83,3.83,2.25,4
762,0,NA,No,No,4.88,3.06,3.83,2.67,2.5,3.17
763,0,NA,No,No,3.35,3.88,3.5,4.17,2.38,2.83
764,0,NA,No,No,2.94,2.47,3.67,2.5,3.25,2.33
765,0,NA,No,No,4.35,2.59,4.5,3.67,2.63,3.67
766,0,NA,No,No,2.41,1.82,2.17,2.17,3.38,2.67
767,0,NA,No,No,4.18,3.18,2.5,2.67,2.25,3
768,0,NA,No,No,4.06,2.24,2,1.83,3.38,1.83
769,0,NA,No,No,4,2.24,3.17,3.17,3.38,2.5
770,0,NA,No,No,4.53,3.06,4,3.17,3.63,1.67
771,0,NA,No,No,1.59,2.41,3.67,2.83,4.63,1.33
772,0,NA,No,No,3.71,2.76,4,2.5,2.63,2.5
773,0,NA,No,No,3.59,2.71,3,3.17,3.38,2.5
774,0,NA,No,No,3.94,1.59,3.17,3.17,2.75,1.67
775,0,NA,No,No,2.65,4.18,3.67,3.17,2.75,3.33
776,0,NA,No,No,3.47,3.29,2.67,3.67,2.63,2.17
777,0,NA,No,No,3,3.59,4.67,3.83,2.5,3.83
778,0,NA,No,No,4.06,3.06,3.5,2.67,2.5,2.33
779,0,NA,No,No,3.53,2.24,2.17,3,3.63,1.67
780,0,NA,No,No,3.71,2.06,2.5,4.17,2.88,1.17
781,0,NA,No,No,4.06,2.65,2.5,2.67,2.88,2.33
782,0,NA,No,No,3.53,3.59,2.5,3.5,3.38,2.33
783,0,NA,No,No,3.06,2.06,4.17,4.17,2.75,2.17
784,0,NA,No,No,3.82,2.35,4.17,3.67,3.5,2.83
785,0,NA,No,No,3.35,2.47,4.17,2.83,2.88,1.83
786,0,NA,No,No,3.24,2.53,4.5,2.5,4.38,2
787,0,NA,No,No,3.82,2.41,4.33,3.17,3.38,1.83
788,0,NA,No,No,3.65,1.41,2.67,2.67,3.13,3.5
789,0,NA,No,No,3.76,2.94,3.17,3.83,2.63,3.17
790,0,NA,No,No,3.76,2.41,4.17,3,2.63,2.67
791,0,NA,No,No,3.71,2.41,3.33,3,2.88,2
792,0,NA,No,No,3.82,2.12,3.5,3.67,2.75,2.33
793,0,NA,No,No,3.94,2.29,3,3.33,2.88,1.33
794,0,NA,No,No,3.65,2.82,2.83,3.17,4.13,1.33
795,0,NA,No,No,3.82,3,3.83,3.67,2.75,2.67
796,0,NA,No,No,2.59,3,3.5,3.17,2.88,1.67
797,0,NA,No,No,3.76,3.18,4.83,4.5,2.13,3.5
798,0,NA,No,No,4.47,3.29,4.83,3.17,3,2.83
799,0,NA,No,No,3.71,2.59,4.5,3.5,2.75,1.67
800,0,NA,No,No,3.94,1.76,3.5,2.83,3.13,2.67
801,0,NA,No,No,3.41,2.82,3.83,1.67,2.38,2.17
802,0,NA,No,No,3.59,2.65,3.67,3.33,2.75,3
803,0,NA,No,No,4.41,2.41,4.17,2,2.25,2.67
804,0,NA,No,No,3.71,2.59,4.5,3.33,3,3.83
805,0,NA,No,No,3.24,3.24,4.17,4.17,3.63,2.17
806,0,NA,No,No,3.53,3.82,4,2.67,2.25,2.83
807,0,NA,No,No,3.47,2.82,4.17,2,3,3.5
808,0,NA,No,No,3.82,1.82,4,1.67,2.88,2.5
809,0,NA,No,No,3.24,2.06,3,3.5,3.38,3
810,0,NA,No,No,4.65,2.35,4.67,4.83,2.38,4.33
811,0,NA,No,No,3.82,2.29,4,4,4.88,1.83
812,0,NA,No,No,3.53,1.76,2.33,2.33,2,1.83
813,0,NA,No,No,3.59,2.76,3,3.17,3.75,1.17
814,0,NA,No,No,3.59,2.59,3.17,2.67,3.75,1.83
815,0,NA,No,No,2.94,2.82,3.5,3.17,3.25,2.5
816,0,NA,No,No,4.24,2.88,2.17,2.5,1.88,2.83
817,0,NA,No,No,3.76,2.76,4.33,3.33,2.25,3.83
818,0,NA,No,No,3.53,1.88,3.67,3.83,3.88,1
819,0,NA,No,No,4,2.88,3.83,3.67,2.88,3.33
820,0,NA,No,No,3.71,1.65,4.5,3.5,3.13,3.33
821,0,NA,No,No,3.65,2.47,3.17,2.5,4,2.83
822,0,NA,No,No,3.88,2.82,4.83,4.67,2.13,1.67
823,0,NA,No,No,3.59,2,4,4.17,2.63,3.5
824,0,NA,No,No,3.65,2.53,4,2.17,2.75,2.33
825,0,NA,No,No,3.76,2.18,4,2.17,3,2.83
826,0,NA,No,No,3.82,2.88,3.5,2.67,3.38,2.33
827,0,NA,No,No,3.88,3.24,4,3.33,2.25,3.67
828,0,NA,No,No,3.35,2,3.5,2.67,2.88,2
829,0,NA,No,No,4,3.94,3.33,4.33,2.5,2.33
830,0,NA,No,No,4.24,3.41,2.83,2,3.75,3.33
831,0,NA,No,No,4,3.12,3.83,3.33,3.5,2.5
832,0,NA,No,No,3.53,2.18,4.67,2.17,4,1.67
833,0,NA,No,No,2.94,3.88,4,3.5,3.75,2.67
834,0,NA,No,No,4,2.24,3.83,1.67,2.38,1.83
835,0,NA,No,No,4.71,3.29,4.67,4,2.13,2.5
836,0,NA,No,No,2.82,2,3.17,3,3.25,2
837,0,NA,No,No,3.24,1.88,2,1.5,2.88,1.5
838,0,NA,No,No,4.71,2.53,3.17,1.67,2.38,2.17
839,0,NA,No,No,3.41,2.24,3.33,2.67,2.88,2.17
840,0,NA,No,No,3.65,1.94,4.17,3.33,1.88,2.83
841,0,NA,No,No,3.59,3.12,4.33,2.5,2.88,4.17
842,0,NA,No,No,4.18,3.35,3,2.83,2.38,1.83
843,0,NA,No,No,3.94,2.76,3.67,3.67,3.13,2.17
844,0,NA,No,No,3.53,2.76,4,3.33,2.63,3.33
845,0,NA,No,No,3.29,2.12,2.83,3.67,3.13,1.83
846,0,NA,No,No,4.53,3.18,4.33,3.83,2.88,2.17
847,0,NA,No,No,3.18,2.65,4,2.17,3,2.5
848,0,NA,No,No,3.41,3.12,3.5,3.17,2.88,2.33
849,0,NA,No,No,3.47,3.47,4,3.5,2.63,3
850,0,NA,No,No,4.53,3.06,2.83,2.33,3.13,2
851,0,NA,No,No,3.71,3.41,2.83,3.83,3.63,2.67
852,0,NA,No,No,3.41,2.59,2.5,3.67,2.88,2.17
853,0,NA,No,No,3.76,3.53,4.33,4,2.88,3.17
854,0,NA,No,No,3.82,2.41,3.17,2.67,3.38,2.67
855,0,NA,No,No,4,2.18,3.67,2.5,3,3.5
856,0,NA,No,No,3.29,2.18,4,3.33,3,3.33
857,0,NA,No,No,2.35,2.47,3.33,3.17,3.5,3.17
858,0,NA,No,No,3.88,2.35,3.5,3.67,2.38,2.17
859,0,NA,No,No,4.41,2.35,4.33,3.83,3.63,3.5
860,0,NA,No,No,2.71,3.41,3.33,3,3.75,2
861,0,NA,No,No,4.06,2.47,3,2.17,3.38,1.5
862,0,NA,No,No,3.88,3.35,3.83,3.33,3.88,1.83
863,0,NA,No,No,4.24,3.18,3,3,4.63,1.5
864,0,NA,No,No,4.41,4.35,3.83,3.17,3.13,3.17
865,0,NA,No,No,3.29,2.12,2.5,1.67,4,2.17
866,0,NA,No,No,3.12,2.29,2.33,2.83,3.25,2.5
867,0,NA,No,No,2.94,2.94,3.33,2.67,3,4
868,0,NA,No,No,4,2.94,3.67,2.17,2.63,3
869,0,NA,No,No,2.88,2.41,4.5,3.17,4,1.67
870,0,NA,No,No,4,3.24,4.33,2.83,3.13,2.67
871,0,NA,No,No,3.18,2.35,4.5,3,4,2.17
872,0,NA,No,No,2.35,2,2.33,2,3.13,2.17
873,0,NA,No,No,3.47,2.47,2.67,3,4,2
874,0,NA,No,No,3.41,2.65,3.17,3.17,3.13,3
875,0,NA,No,No,3.18,2.88,5,3.83,2.13,4.17
876,0,NA,No,No,3.65,2.47,3,3.33,3.88,2.83
877,0,NA,No,No,3.76,2.53,3.17,4.83,2.38,2
878,0,NA,No,No,4.41,2.71,3.17,3.17,2,4
879,0,NA,No,No,3.71,1.94,4.17,2.33,3.13,1.67
880,0,NA,No,No,3.71,2.24,2.67,4,4.13,1.83
881,0,NA,No,No,4.06,1.71,4.33,2.17,4.13,1.67
882,0,NA,No,No,3.88,2.59,4.5,2,5,1.67
883,0,NA,No,No,3.88,2.94,2.67,3,3.63,3.33
884,0,NA,No,No,4,3.24,3.67,1.83,3.5,2.17
885,0,NA,No,No,4.06,3,4,3.5,2.13,2.17
886,0,NA,No,No,4.29,3.65,2.33,3,2.63,2.33
887,0,NA,No,No,2.59,2.76,4,3.17,3.25,2.67
888,0,NA,No,No,4,2.59,4,3.67,3.5,3.5
889,0,NA,No,No,4.65,2.59,4.17,3.83,3.13,1.33
890,0,NA,No,No,3.12,2.12,2.83,2.83,3.13,1.67
891,0,NA,No,No,3,2.76,3.83,3.17,4.25,2
892,0,NA,No,No,2.65,2.71,4.33,2.67,3.38,2.5
893,0,NA,No,No,3.71,2.29,3.83,3.17,2.38,3.5
894,0,NA,No,No,3.82,2.18,3.17,3.67,3,1.83
895,0,NA,No,No,3.76,3.35,3,3.67,2.5,2.67
896,0,NA,No,No,3.06,2.94,4.17,3.33,3.38,1.17
897,0,NA,No,No,4.35,3.06,2.83,2.67,2.75,3
898,0,NA,No,No,3.35,3.53,2.67,4.83,3,2.67
899,0,NA,No,No,3.47,2.76,4.33,4,1.88,3.17
900,0,NA,No,No,3.12,3.12,3.33,2.5,3.75,3
901,0,NA,No,No,4.47,2,3.5,3.5,2.13,3.33
902,0,NA,No,No,3.94,2.35,3,2.67,3.38,2.33
903,0,NA,No,No,2.29,2.24,5,3.83,3.63,3.17
904,0,NA,No,No,3.41,3.71,3.83,3.17,3,2.67
905,0,NA,No,No,3.41,2.88,4.33,2,2.88,1.83
906,0,NA,No,No,4.12,3.18,3.33,3.5,2.75,2.17
907,0,NA,No,No,3.94,3.35,3.67,3.5,3,1.67
908,0,NA,No,No,4.24,2,3.5,2.67,2.63,1.83
909,0,NA,No,No,3.65,2,3.17,1.83,2.63,1.33
910,0,NA,No,No,4.76,2.47,4.83,3,3.13,2.83
